"","schid","Public","TCSHORT","STRATIO","STIDSTD","Female","LangAtHome","PARED","HOMEPOS","IMMIG","PV1MATH","cycle"
"2974",146,1,-1.203,13.486,603,0,1,12,0.8223,1,685.2625,6
"2975",146,1,-1.203,13.486,593,0,1,16,1.2493,1,622.9475,6
"2976",146,1,-1.203,13.486,595,1,1,16,0.4977,1,573.8744,6
"2977",146,1,-1.203,13.486,596,1,1,16,0.8223,1,529.0076,6
"2978",146,1,-1.203,13.486,594,1,1,16,1.2493,0,516.0773,6
"2979",146,1,-1.203,13.486,590,1,1,16,2.048,1,527.0603,6
"2980",146,1,-1.203,13.486,597,1,1,16,2.048,1,595.6068,6
"2981",138,1,-1.203,11.28,3987,1,1,12,0.2161,1,426.9668,6
"2982",138,1,-1.203,11.28,3984,0,1,16,2.048,1,652.5471,6
"2983",138,1,-1.203,11.28,3980,0,1,12,0.8223,1,522.4646,6
"2984",138,1,-1.203,11.28,3998,0,1,12,-0.5554,1,698.0371,6
"2985",138,1,-1.203,11.28,3993,0,1,16,0.8223,1,694.6876,6
"2986",138,1,-1.203,11.28,3990,0,1,12,-1.3659,1,498.8628,6
"2987",138,1,-1.203,11.28,3989,0,1,12,0.2161,1,446.0508,6
"2988",138,1,-1.203,11.28,3988,1,1,12,-0.046,1,490.0608,6
"2989",138,1,-1.203,11.28,3985,1,1,16,0.8223,1,449.9455,6
"2990",138,1,-1.203,11.28,3986,0,1,12,2.048,1,595.6847,6
"2991",138,1,-1.203,11.28,3977,1,1,16,0.4977,1,490.1387,6
"2992",138,1,-1.203,11.28,3982,0,1,12,-1.3659,1,449.1665,6
"2993",138,1,-1.203,11.28,3983,1,1,15,-0.3009,1,474.9494,6
"2994",138,1,-1.203,11.28,3978,1,1,12,-1.082,1,485.8545,6
"2995",138,1,-1.203,11.28,4001,0,1,12,0.2161,1,465.1348,6
"2996",138,1,-1.203,11.28,3995,0,1,12,-0.3009,1,444.6487,6
"2997",138,1,-1.203,11.28,3991,0,1,16,-0.3009,1,616.4823,6
"2998",138,1,-1.203,11.28,3999,1,1,12,-0.046,1,534.5381,6
"2999",138,1,-1.203,11.28,3979,0,1,12,0.2161,1,367.0665,6
"3000",138,1,-1.203,11.28,3996,1,1,12,-0.3009,1,379.8411,6
