ChildID,SchoolId,Male,Race,SES,FLunch,Age,cycle,time,y,id,sid
10000010,1700,1,Hispanic,-1.5,82,68.83,1,0,40.9315,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,1,45.8772,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,2,53.464,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,3,62.6348,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,4,66.0253,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,5,79.3635,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,7,95.9549,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,9,112.3936,316,37
10000010,1700,1,Hispanic,-1.5,82,68.83,1,11,104.6828,316,37
10000043,1679,0,Hispanic,-0.109,82,66.17,1,0,45.6749,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,1,66.264,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,2,71.5364,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,3,93.1263,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,4,91.6847,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,5,107.825,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,7,119.9701,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,9,128.2478,296,35
10000043,1679,0,Hispanic,-0.109,82,66.17,1,11,139.5196,296,35
10000046,2006,1,White,0.9014,100,70.9,1,0,60.1569,505,61
10000046,2006,1,White,0.9014,100,70.9,1,1,71.5364,505,61
10000046,2006,1,White,0.9014,100,70.9,1,2,74.9651,505,61
10000046,2006,1,White,0.9014,100,70.9,1,3,93.9367,505,61
10000046,2006,1,White,0.9014,100,70.9,1,4,102.3707,505,61
10000046,2006,1,White,0.9014,100,70.9,1,5,97.02,505,61
10000046,2006,1,White,0.9014,100,70.9,1,7,122.0976,505,61
10000046,2006,1,White,0.9014,100,70.9,1,9,124.7847,505,61
10000046,2006,1,White,0.9014,100,70.9,1,11,129.8167,505,61
10000062,1499,1,Hispanic,-0.587,91,68.73,1,0,49.2426,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,1,70.16,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,2,74.9559,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,3,85.1287,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,4,95.8491,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,5,107.048,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,7,111.4336,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,9,110.5581,205,25
10000062,1499,1,Hispanic,-0.587,91,68.73,1,11,115.1511,205,25
10000075,2006,1,White,1.196,100,66.1,1,0,60.0342,506,61
10000075,2006,1,White,1.196,100,66.1,1,1,69.6628,506,61
10000075,2006,1,White,1.196,100,66.1,1,2,88.8151,506,61
10000075,2006,1,White,1.196,100,66.1,1,3,99.8227,506,61
10000075,2006,1,White,1.196,100,66.1,1,4,113.062,506,61
10000075,2006,1,White,1.196,100,66.1,1,5,117.3725,506,61
10000075,2006,1,White,1.196,100,66.1,1,7,128.8963,506,61
10000075,2006,1,White,1.196,100,66.1,1,9,136.798,506,61
10000075,2006,1,White,1.196,100,66.1,1,11,142.2656,506,61
10000083,1361,1,Asian,-1.28,100,60.63,1,0,42.2771,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,1,49.2407,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,2,59.7028,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,3,60.0222,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,4,71.7581,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,5,83.3448,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,7,94.4677,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,9,105.6165,162,19
10000083,1361,1,Asian,-1.28,100,60.63,1,11,107.6238,162,19
10000098,1547,1,Hispanic,-0.795,95,71.2,1,0,42.6159,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,1,58.0308,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,2,73.6221,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,3,105.2471,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,4,103.8185,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,5,122.6266,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,7,115.3878,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,9,133.617,234,28
10000098,1547,1,Hispanic,-0.795,95,71.2,1,11,143.0476,234,28
10000121,1708,1,Hispanic,-0.34,96,69.93,1,0,47.7967,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,1,65.6169,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,2,77.1577,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,3,94.5867,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,4,101.4488,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,5,111.9075,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,7,119.2057,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,9,136.5365,324,38
10000121,1708,1,Hispanic,-0.34,96,69.93,1,11,133.6459,324,38
10000134,1567,1,Hispanic,-0.543,81,70.43,1,0,38.1099,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,1,43.3339,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,2,52.4773,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,3,63.479,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,4,68.0362,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,5,90.8762,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,7,96.1249,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,9,101.7526,260,31
10000134,1567,1,Hispanic,-0.543,81,70.43,1,11,108.2676,260,31
10000151,2086,1,Hispanic,-1.01,88,62.47,1,0,39.0885,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,1,65.6537,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,2,71.6777,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,3,95.3497,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,4,107.8519,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,5,116.6201,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,7,125.5239,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,9,131.3908,535,64
10000151,2086,1,Hispanic,-1.01,88,62.47,1,11,135.3977,535,64
10000208,1876,1,Hispanic,-0.508,87,63.27,1,0,35.6722,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,1,39.5377,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,2,50.8513,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,3,48.8732,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,4,66.5821,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,5,68.2606,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,7,88.328,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,9,84.274,432,51
10000208,1876,1,Hispanic,-0.508,87,63.27,1,11,87.1619,432,51
10000228,2136,1,Hispanic,-1.17,100,60.13,1,0,39.6083,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,1,47.2566,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,2,41.5407,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,3,57.5168,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,4,69.193,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,5,70.5306,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,7,82.2423,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,9,91.9204,570,67
10000228,2136,1,Hispanic,-1.17,100,60.13,1,11,106.3586,570,67
10000238,1535,1,Hispanic,-0.849,81,62.43,1,0,44.9462,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,1,64.5147,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,2,70.4241,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,3,86.4639,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,4,103.0506,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,5,110.1851,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,7,120.8361,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,9,122.4527,216,26
10000238,1535,1,Hispanic,-0.849,81,62.43,1,11,142.3839,216,26
10000242,2304,1,Hispanic,-1.26,100,62.97,1,0,45.4566,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,1,52.2525,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,2,63.1764,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,3,77.0505,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,4,82.4847,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,5,109.5789,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,7,107.1689,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,9,121.387,658,78
10000242,2304,1,Hispanic,-1.26,100,62.97,1,11,108.7746,658,78
10000281,1066,1,Hispanic,-0.565,100,67.83,1,0,56.3899,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,1,70.4823,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,2,73.0885,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,3,87.3121,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,4,103.7616,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,5,123.0191,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,7,128.0281,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,9,146.8019,20,3
10000281,1066,1,Hispanic,-0.565,100,67.83,1,11,142.5064,20,3
10000282,1555,1,Hispanic,-0.884,100,69.6,1,0,46.2748,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,1,67.7824,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,2,70.7348,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,3,72.1181,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,4,75.0177,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,5,85.7548,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,7,105.9908,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,9,105.2087,249,30
10000282,1555,1,Hispanic,-0.884,100,69.6,1,11,127.3339,249,30
10000316,1499,1,Hispanic,-0.935,91,66.7,1,0,43.7376,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,1,64.2358,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,2,70.0278,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,3,75.9296,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,4,97.8047,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,5,111.3276,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,7,112.4879,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,9,122.3161,206,25
10000316,1499,1,Hispanic,-0.935,91,66.7,1,11,128.9698,206,25
10000335,1681,1,Hispanic,-1.24,80,68.07,1,0,39.7979,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,1,58.2164,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,2,56.8763,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,3,58.6981,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,4,68.1253,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,5,80.639,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,7,85.5475,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,9,106.7159,305,36
10000335,1681,1,Hispanic,-1.24,80,68.07,1,11,110.4083,305,36
10000348,1570,1,Hispanic,-0.555,96,66.63,1,0,42.002,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,1,55.9705,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,2,64.2568,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,3,93.5914,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,4,91.5924,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,5,107.6745,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,7,118.4295,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,9,130.6243,266,32
10000348,1570,1,Hispanic,-0.555,96,66.63,1,11,137.3506,266,32
10000379,1171,1,Hispanic,-0.582,76,71.37,1,0,54.6351,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,1,32.5794,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,2,65.8511,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,3,64.8408,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,4,75.4964,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,5,96.0225,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,7,107.6496,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,9,117.2155,86,10
10000379,1171,1,Hispanic,-0.582,76,71.37,1,11,122.3498,86,10
10000401,1006,1,Hispanic,-1.1,78,68.03,1,0,38.767,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,1,45.3542,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,2,48.7984,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,3,68.492,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,4,66.0503,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,5,70.985,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,7,79.0887,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,9,101.3597,1,1
10000401,1006,1,Hispanic,-1.1,78,68.03,1,11,114.1322,1,1
10000458,1788,1,Hispanic,-1.03,88,61.53,1,0,57.0246,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,1,64.7681,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,2,75.8558,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,3,98.423,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,4,98.9681,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,5,116.7049,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,7,125.6052,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,9,123.6621,381,44
10000458,1788,1,Hispanic,-1.03,88,61.53,1,11,134.2885,381,44
10000531,1499,1,Hispanic,-0.653,91,68.9,1,0,56.5166,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,1,76.8241,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,2,93.1443,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,3,104.9168,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,4,107.5457,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,5,96.3425,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,7,124.1778,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,9,122.6187,207,25
10000531,1499,1,Hispanic,-0.653,91,68.9,1,11,145.4501,207,25
10000539,2115,1,Hispanic,-1.3,83,63.03,1,0,53.2373,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,1,68.8741,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,2,86.8399,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,3,106.2498,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,4,121.2147,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,5,123.3262,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,7,117.4161,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,9,148.5584,548,65
10000539,2115,1,Hispanic,-1.3,83,63.03,1,11,151.1245,548,65
10000542,2050,1,Asian,-0.857,84,60.5,1,0,42.4695,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,1,55.6074,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,2,58.5835,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,3,86.3552,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,4,87.636,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,5,116.2756,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,7,95.8131,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,9,128.2313,520,62
10000542,2050,1,Asian,-0.857,84,60.5,1,11,118.44,520,62
10000586,1925,1,White,-1.3,80,64.3,1,0,52.2553,473,56
10000586,1925,1,White,-1.3,80,64.3,1,1,71.2485,473,56
10000586,1925,1,White,-1.3,80,64.3,1,2,72.3099,473,56
10000586,1925,1,White,-1.3,80,64.3,1,3,101.3783,473,56
10000586,1925,1,White,-1.3,80,64.3,1,4,105.985,473,56
10000586,1925,1,White,-1.3,80,64.3,1,5,111.8412,473,56
10000586,1925,1,White,-1.3,80,64.3,1,7,127.4907,473,56
10000586,1925,1,White,-1.3,80,64.3,1,9,139.0678,473,56
10000586,1925,1,White,-1.3,80,64.3,1,11,142.9045,473,56
10000615,1681,1,Hispanic,-0.154,80,65,1,0,45.6152,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,1,53.9514,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,2,60.61,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,3,63.8818,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,4,74.3185,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,5,94.1694,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,7,108.4729,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,9,127.15,306,36
10000615,1681,1,Hispanic,-0.154,80,65,1,11,129.1022,306,36
10000625,2115,1,Hispanic,-0.507,83,63.23,1,0,41.209,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,1,54.7766,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,2,56.9998,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,3,80.6756,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,4,97.5023,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,5,104.3687,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,7,124.5776,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,9,134.2923,549,65
10000625,2115,1,Hispanic,-0.507,83,63.23,1,11,138.782,549,65
10000656,2006,1,White,0.5536,100,74.47,1,0,59.2569,507,61
10000656,2006,1,White,0.5536,100,74.47,1,1,73.0231,507,61
10000656,2006,1,White,0.5536,100,74.47,1,2,84.2713,507,61
10000656,2006,1,White,0.5536,100,74.47,1,3,109.1111,507,61
10000656,2006,1,White,0.5536,100,74.47,1,4,106.5737,507,61
10000656,2006,1,White,0.5536,100,74.47,1,5,123.275,507,61
10000656,2006,1,White,0.5536,100,74.47,1,7,131.0663,507,61
10000656,2006,1,White,0.5536,100,74.47,1,9,138.155,507,61
10000656,2006,1,White,0.5536,100,74.47,1,11,133.3606,507,61
10000673,1832,1,Hispanic,-0.616,100,68.2,1,0,43.2182,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,1,60.2147,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,2,63.3983,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,3,79.4991,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,4,90.1984,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,5,97.9347,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,7,100.3495,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,9,116.4868,407,48
10000673,1832,1,Hispanic,-0.616,100,68.2,1,11,115.9972,407,48
10000697,1966,1,White,-0.554,100,73.9,1,0,49.1364,498,59
10000697,1966,1,White,-0.554,100,73.9,1,1,53.6859,498,59
10000697,1966,1,White,-0.554,100,73.9,1,2,62.5489,498,59
10000697,1966,1,White,-0.554,100,73.9,1,3,77.7057,498,59
10000697,1966,1,White,-0.554,100,73.9,1,4,86.7264,498,59
10000697,1966,1,White,-0.554,100,73.9,1,5,103.1122,498,59
10000697,1966,1,White,-0.554,100,73.9,1,7,106.1218,498,59
10000697,1966,1,White,-0.554,100,73.9,1,9,108.0884,498,59
10000697,1966,1,White,-0.554,100,73.9,1,11,113.9815,498,59
10000711,1817,1,Hispanic,-1.12,83,65.17,1,0,38.0515,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,1,53.8233,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,2,54.498,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,3,52.8746,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,4,71.7581,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,5,74.1865,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,7,83.2471,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,9,94.6868,403,47
10000711,1817,1,Hispanic,-1.12,83,65.17,1,11,90.7992,403,47
10000806,1100,1,Hispanic,-0.98,94,62.93,1,0,40.7817,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,1,49.5284,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,2,50.236,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,3,53.8019,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,4,67.2192,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,5,65.5965,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,7,71.5206,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,9,77.0092,68,8
10000806,1100,1,Hispanic,-0.98,94,62.93,1,11,86.1158,68,8
10000827,2205,1,Hispanic,0.7943,100,66.23,1,0,68.4015,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,1,74.9806,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,2,99.1539,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,3,107.2672,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,4,117.9165,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,5,117.3668,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,7,129.5108,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,9,143.7819,597,70
10000827,2205,1,Hispanic,0.7943,100,66.23,1,11,152.3933,597,70
10000857,1570,1,White,0.7915,96,65.63,1,0,51.8668,267,32
10000857,1570,1,White,0.7915,96,65.63,1,1,68.5641,267,32
10000857,1570,1,White,0.7915,96,65.63,1,2,77.0672,267,32
10000857,1570,1,White,0.7915,96,65.63,1,3,97.1152,267,32
10000857,1570,1,White,0.7915,96,65.63,1,4,98.6415,267,32
10000857,1570,1,White,0.7915,96,65.63,1,5,114.7895,267,32
10000857,1570,1,White,0.7915,96,65.63,1,7,129.8895,267,32
10000857,1570,1,White,0.7915,96,65.63,1,9,125.2923,267,32
10000857,1570,1,White,0.7915,96,65.63,1,11,133.8915,267,32
10000863,2219,1,Hispanic,0.093,93,70.73,1,0,38.732,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,1,53.5454,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,2,51.8696,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,3,55.5351,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,4,45.2113,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,5,70.2502,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,7,74.2152,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,9,86.6552,610,72
10000863,2219,1,Hispanic,0.093,93,70.73,1,11,84.5027,610,72
10000869,1955,1,Hispanic,-0.992,83,62.7,1,0,41.9324,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,1,43.4791,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,2,50.3663,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,3,62.79,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,4,71.1073,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,5,74.8572,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,7,78.6854,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,9,87.1212,486,58
10000869,1955,1,Hispanic,-0.992,83,62.7,1,11,103.7675,486,58
10000896,1892,1,Hispanic,-1.32,82,56.23,1,0,58.2622,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,1,69.9956,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,2,75.2418,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,3,101.6809,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,4,104.6502,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,5,115.9484,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,7,124.4102,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,9,132.8875,437,52
10000896,1892,1,Hispanic,-1.32,82,56.23,1,11,152.7664,437,52
10000919,2253,1,White,-1.3,100,65.27,1,0,49.845,626,74
10000919,2253,1,White,-1.3,100,65.27,1,1,59.084,626,74
10000919,2253,1,White,-1.3,100,65.27,1,2,59.6099,626,74
10000919,2253,1,White,-1.3,100,65.27,1,3,85.719,626,74
10000919,2253,1,White,-1.3,100,65.27,1,4,91.0196,626,74
10000919,2253,1,White,-1.3,100,65.27,1,5,99.4286,626,74
10000919,2253,1,White,-1.3,100,65.27,1,7,103.5425,626,74
10000919,2253,1,White,-1.3,100,65.27,1,9,117.9979,626,74
10000919,2253,1,White,-1.3,100,65.27,1,11,126.5369,626,74
10000920,2006,1,White,0.8582,100,73.13,1,0,110.0702,508,61
10000920,2006,1,White,0.8582,100,73.13,1,1,121.021,508,61
10000920,2006,1,White,0.8582,100,73.13,1,2,132.847,508,61
10000920,2006,1,White,0.8582,100,73.13,1,3,135.72,508,61
10000920,2006,1,White,0.8582,100,73.13,1,4,138.5418,508,61
10000920,2006,1,White,0.8582,100,73.13,1,5,143.5097,508,61
10000920,2006,1,White,0.8582,100,73.13,1,7,154.8796,508,61
10000920,2006,1,White,0.8582,100,73.13,1,9,148.9331,508,61
10000920,2006,1,White,0.8582,100,73.13,1,11,157.6835,508,61
10001091,1536,1,Hispanic,-0.597,78,62.37,1,0,59.719,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,1,54.7315,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,2,76.2332,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,3,108.0779,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,4,105.9797,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,5,106.0749,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,7,122.9548,225,27
10001091,1536,1,Hispanic,-0.597,78,62.37,1,9,133.1555,225,27
